number,Sex,Age,Rating date,Traveled date,Seat comfort,Customer service,Cleanliness,Food and Beverage,Legroom,In-flight entertainment,Value for money,Check-in and Boarding,Area,Cabin,Route
1,M,35-49,24/8/2018,18-Aug,3,4,4,2,1,3,4,4,International,Economy,Miami - Quito
2,M,50-64,24/8/2018,18-May,3,4,4,3,3,3,4,5,Domestic,Economy,Colorado Springs - Fort Myers
3,F,35-49,24/8/2018,18-Aug,4,4,4,4,4,5,4,4,Mexico,Economy,Dallas - Cancun
4,M,35-49,24/8/2018,,3,1,3,2,3,3,3,1,Mexico,First Class,Seattle - Cancun
5,F,50-64,24/8/2018,18-Aug,2,3,3,3,3,3,2,3,Domestic,Economy,Baltimore - Sarasota
6,M,50-64,23/8/2018,18-Aug,3,3,2,2,3,2,3,3,Domestic,Economy,New York City - San Diego
7,M,50-64,23/8/2018,18-Aug,3,4,4,3,3,4,4,4,Mexico,Economy,Salt Lake City - Cancun
8,M,35-49,23/8/2018,,4,1,5,1,5,2,3,3,USA,First Class,Cancun - Phoenix
9,M,50-64,23/8/2018,18-Aug,2,4,4,3,3,3,3,4,International,Economy,Shannon - Chicago
10,M,65+,23/8/2018,,3,4,3,3,3,5,3,5,Domestic,Economy,Miami - Phoenix
11,M,65+,23/8/2018,18-Aug,4,4,4,3,3,5,3,5,Domestic,Economy,Phoenix - Miami
12,M,50-64,23/8/2018,18-Aug,4,5,4,5,4,5,4,5,Domestic,Economy,Phoenix - Akron
13,M,50-64,23/8/2018,,1,1,3,1,1,1,1,2,Domestic,Economy,Charlotte - Burbank
14,M,65+,22/8/2018,18-Aug,2,4,5,4,5,3,5,5,Domestic,Business Class,Austin - Las Vegas
15,M,65+,22/8/2018,18-Aug,2,3,3,3,2,4,3,3,Domestic,Economy,Charlottesville - Portland
16,F,50-64,22/8/2018,18-Jul,4,5,3,4,4,5,5,4,International,Economy,Manchester - Minneapolis
17,F,50-64,22/8/2018,18-Aug,3,5,5,5,3,4,4,5,International,Economy,Sydney - Los Angeles
18,F,50-64,22/8/2018,18-Aug,3,3,3,3,3,1,2,3,Domestic,First Class,Hartford - Los Angeles
19,F,50-64,22/8/2018,18-Jul,3,5,3,3,3,1,2,3,USA,Economy,Toronto - Washington DC
20,M,65+,21/8/2018,18-Aug,4,5,5,5,4,1,3,5,Mexico,Business Class,Phoenix - Los Cabos
21,F,50-64,21/8/2018,17-Dec,4,4,4,4,4,4,4,4,International,Economy,London - Dallas
22,M,50-64,21/8/2018,,4,2,3,1,3,2,3,3,Domestic,Economy,New York City - Raleigh
23,M,35-49,21/8/2018,18-Aug,3,4,4,4,4,3,4,4,Caribbean,Economy,Dallas - San Juan
24,M,35-49,21/8/2018,18-Jul,4,4,4,4,4,2,4,4,Domestic,Economy,Orange - Dallas
25,M,65+,21/8/2018,18-Aug,5,5,5,5,5,5,5,5,International,Economy,Pensacola - Munich
26,F,50-64,21/8/2018,18-Feb,5,5,5,5,5,3,5,5,International,Business Class,Dallas - Reykjavik
27,F,35-49,21/8/2018,18-Aug,5,5,5,5,5,5,5,5,International,Economy,Munich - Philadelphia
28,M,50-64,20/8/2018,,2,1,3,2,3,3,2,1,Domestic,Economy,Miami - New York City
29,M,50-64,20/8/2018,18-Aug,5,4,3,4,5,2,3,4,Domestic,First Class,New York City - Miami
30,M,35-49,20/8/2018,18-Aug,2,3,4,4,2,2,3,4,International,Economy,Miami - Cartagena
31,F,35-49,20/8/2018,18-Aug,3,4,4,4,5,3,4,4,Caribbean,Economy,Dallas - St. Lucia
32,M,65+,20/8/2018,18-Aug,5,5,5,5,5,2,5,5,International,Business Class,Philadelphia - Prague
33,M,35-49,20/8/2018,18-Aug,5,5,3,5,5,3,4,5,Caribbean,Business Class,Miami - San Juan
34,M,35-49,20/8/2018,18-Mar,3,4,3,3,3,3,3,4,International,Economy,San Juan - Miami
35,M,50-64,20/8/2018,18-Aug,5,4,4,4,5,4,3,4,International,Business Class,Philadelphia - Manchester
36,M,50-64,20/8/2018,18-Aug,3,3,3,3,3,1,3,4,Domestic,First Class,Orlando - Philadelphia
37,M,50-64,20/8/2018,18-Aug,3,2,3,3,3,1,3,2,Domestic,First Class,Philadelphia - Orlando
38,M,50-64,20/8/2018,18-Jul,4,2,4,4,4,4,3,2,International,Business Class,Manchester - Philadelphia
39,M,65+,19/8/2018,18-Aug,3,4,3,2,3,2,3,2,Domestic,Economy,Bangor - Tampa
40,M,50-64,19/8/2018,18-Jul,2,1,2,1,2,2,1,1,Domestic,Economy,Charlottesville - Chicago
41,F,50-64,19/8/2018,18-Aug,3,4,4,3,1,4,3,4,Domestic,Economy,Sacramento - Dallas
42,M,50-64,19/8/2018,18-Jul,2,1,2,3,2,1,1,1,Domestic,Economy,Orlando - Philadelphia
43,F,50-64,19/8/2018,18-Aug,5,4,5,5,5,5,4,4,International,Economy,Venice - Chicago
44,M,50-64,19/8/2018,,3,2,3,2,3,4,2,3,Domestic,Economy,Dallas - San Francisco
45,M,35-49,19/8/2018,17-Dec,4,4,5,3,4,3,4,5,Caribbean,Economy,Allentown - Montego Bay
46,F,50-64,18/8/2018,18-Jul,3,4,4,4,3,3,3,3,Caribbean,Economy,Cleveland - Nassau
47,M,35-49,18/8/2018,18-Aug,4,4,4,3,4,3,4,4,Caribbean,Economy,Miami - Antigua
48,F,35-49,18/8/2018,18-Jul,3,4,4,3,3,2,4,5,Domestic,Economy,Miami - Boston
49,F,50-64,17/8/2018,18-Aug,5,5,5,5,5,3,3,5,Domestic,First Class,Grand Junction - Miami
50,F,25-34,17/8/2018,18-Jul,2,1,3,3,2,1,3,1,Domestic,Economy,Omaha - Miami
51,F,35-49,17/8/2018,18-Jul,4,4,5,3,3,5,3,5,International,Economy,Orlando - Rio de Janeiro
52,M,65+,16/8/2018,18-Aug,4,4,5,5,4,3,5,4,Domestic,Business Class,Montrose - Fresno
53,M,35-49,16/8/2018,18-Aug,5,5,5,3,5,3,5,5,International,Business Class,San Juan - Miami
54,M,65+,16/8/2018,18-Aug,4,5,4,4,3,4,4,4,Domestic,Economy,Austin - Los Angeles
55,M,50-64,16/8/2018,18-Aug,2,4,4,3,5,3,3,3,Domestic,Economy,San Antonio - Seattle
56,F,50-64,15/8/2018,18-Jul,4,3,5,3,3,5,3,4,Domestic,Economy,Dallas - Philadelphia
57,M,50-64,15/8/2018,18-Aug,4,5,5,5,5,1,4,3,Domestic,Economy,Chicago - Philadelphia
58,F,50-64,15/8/2018,,5,1,4,3,4,4,1,1,Domestic,Business Class,Charlottesville - Orlando
59,M,25-34,15/8/2018,18-Aug,2,1,2,2,2,3,2,2,USA,Economy,Montreal - Philadelphia
60,F,25-34,15/8/2018,18-May,3,3,3,3,3,3,3,3,Mexico,Economy,Chicago - Cancun
61,M,35-49,15/8/2018,18-Aug,4,4,4,3,4,5,3,3,Domestic,Economy,New York City - San Diego
62,M,50-64,15/8/2018,18-May,2,3,3,3,3,1,4,3,International,Economy,Philadelphia - Rome
63,F,35-49,15/8/2018,18-Aug,1,2,2,2,1,3,2,3,Mexico,Economy,Dallas - Los Cabos
64,M,35-49,15/8/2018,18-Jul,4,3,4,3,4,3,4,4,Domestic,Economy,Indianapolis - Dallas
65,M,50-64,15/8/2018,18-Jun,5,5,5,5,5,5,5,5,Domestic,First Class,Dallas - Maui
66,F,50-64,15/8/2018,18-Jul,2,3,3,1,2,1,4,4,Caribbean,Economy,Miami - Nassau
67,F,18-24,15/8/2018,18-Aug,1,5,2,2,1,1,1,4,International,Economy,San Juan - Miami
68,M,65+,14/8/2018,,5,5,5,4,5,5,3,4,International,Business Class,Los Angeles - Hong Kong
69,F,50-64,14/8/2018,18-Aug,3,5,4,3,3,3,3,4,Domestic,Economy,Philadelphia - Seattle
70,F,50-64,14/8/2018,18-Aug,4,4,4,4,4,5,4,4,Domestic,Economy,Dallas - Chicago
71,M,35-49,13/8/2018,18-Jun,5,5,5,5,5,5,4,5,Domestic,First Class,Dallas - Honolulu
72,M,50-64,13/8/2018,18-Aug,2,1,3,2,3,3,3,3,International,Economy,Madrid - Miami
73,M,50-64,13/8/2018,18-Jul,4,4,3,4,4,4,4,3,Domestic,Business Class,Dallas - San Francisco
74,M,35-49,2018/12/8 0:00,18-Jul,2,3,3,2,4,3,4,4,Domestic,Economy,Las Vegas - Miami
75,M,50-64,2018/12/8 0:00,,4,5,4,3,4,5,2,4,Domestic,Economy,Houston - Buffalo
76,M,35-49,2018/12/8 0:00,18-Aug,3,2,4,3,3,2,2,3,Domestic,Economy,Orange - Indianapolis
77,M,65+,2018/12/8 0:00,18-Jul,3,3,3,3,5,1,3,2,Domestic,Economy,Las Vegas - Miami
78,F,50-64,2018/11/8 0:00,18-Jul,1,5,1,1,5,3,3,4,Caribbean,Economy,Newark - Grenada
79,M,50-64,2018/11/8 0:00,18-Jun,4,4,3,4,4,4,3,5,Domestic,Economy,Orlando - Los Angeles
80,M,65+,2018/11/8 0:00,,2,2,5,3,1,3,2,4,Domestic,Economy,New Orleans - Honolulu
81,M,65+,2018/11/8 0:00,18-Jul,5,5,5,5,5,5,4,3,International,Business Class,London - Dallas
82,F,35-49,2018/11/8 0:00,18-Jul,3,1,3,4,3,3,3,1,International,Business Class,Dublin - Las Vegas
83,M,25-34,2018/10/8 0:00,18-Aug,3,3,4,4,3,4,3,4,Domestic,Economy,Chicago - Saint Louis
84,M,65+,2018/10/8 0:00,18-Aug,3,3,4,3,2,1,3,4,International,Economy,San Juan - Philadelphia
85,M,65+,2018/10/8 0:00,18-Aug,3,4,4,3,3,3,2,3,Domestic,First Class,Boston - Dallas
86,F,35-49,2018/10/8 0:00,18-Jul,3,1,1,1,3,3,1,1,International,Economy,New York City - London
87,F,50-64,2018/10/8 0:00,,3,5,5,4,2,5,4,5,Domestic,Economy,San Francisco - Washington DC
88,M,50-64,2018/10/8 0:00,18-Aug,4,5,5,4,4,5,4,5,International,Economy,Phoenix - Rome
89,M,35-49,2018/9/8 0:00,,1,1,3,1,1,1,1,4,Domestic,Business Class,West Palm Beach - Las Vegas
90,M,65+,2018/9/8 0:00,18-Aug,3,3,4,4,5,2,4,4,International,Economy,Denver - Munich
91,M,50-64,2018/9/8 0:00,18-Aug,5,5,5,4,5,4,5,5,Domestic,Economy,Honolulu - Phoenix
92,F,50-64,2018/9/8 0:00,18-Aug,3,3,3,3,3,2,3,3,Domestic,Business Class,Chicago - Charlotte
93,M,50-64,2018/9/8 0:00,18-Aug,4,1,3,3,4,3,1,1,International,Business Class,Tokyo - Austin
94,F,50-64,2018/9/8 0:00,,2,2,1,1,1,3,2,3,USA,Economy,Vancouver - Lafayette
95,F,50-64,2018/9/8 0:00,18-Aug,4,1,4,4,4,2,1,4,Caribbean,First Class,Dallas - Montego Bay
96,F,50-64,2018/8/8 0:00,18-Jul,2,1,3,2,2,3,1,4,International,Economy,Miami - Maracaibo
97,M,50-64,2018/8/8 0:00,18-Aug,5,2,3,2,5,1,3,5,International,Economy,St Martin / St Maarten - Cleveland
98,M,35-49,2018/8/8 0:00,18-Apr,3,5,3,3,3,5,4,4,Domestic,Economy,Orlando - Los Angeles
99,M,50-64,2018/8/8 0:00,18-Jul,4,5,4,4,5,4,5,5,International,Economy,Manchester - Orlando
100,F,65+,2018/8/8 0:00,18-Jul,4,4,4,2,5,1,4,4,Caribbean,Economy,Washington DC - Hamilton
101,M,35-49,2018/8/8 0:00,18-Jul,5,5,5,3,5,2,3,5,Domestic,First Class,Miami - Philadelphia
102,M,35-49,2018/8/8 0:00,18-Aug,2,1,4,1,1,2,1,3,International,Economy,San Francisco - Bengaluru
103,F,50-64,2018/8/8 0:00,18-Aug,1,1,2,1,2,2,1,2,International,Economy,Raleigh - London
104,M,25-34,2018/8/8 0:00,18-Jul,4,4,4,4,4,4,4,4,International,Economy,London - New York City
105,M,35-49,2018/7/8 0:00,18-Jul,4,4,4,3,4,4,4,5,Domestic,Economy,Newburgh - San Francisco
106,M,50-64,2018/7/8 0:00,17-Oct,1,3,3,2,1,1,3,1,Canada,Economy,Charlotte - Quebec
107,M,25-34,2018/7/8 0:00,18-Jul,5,5,5,5,5,5,5,5,International,Business Class,Concord - Copenhagen
108,F,35-49,2018/6/8 0:00,18-Jul,3,2,5,3,3,4,4,3,Domestic,Economy,Saint Louis - Boston
109,M,50-64,2018/6/8 0:00,18-Mar,2,5,5,3,1,3,1,3,Domestic,Business Class,Spokane - Atlanta
110,F,35-49,2018/6/8 0:00,18-Jul,3,2,2,2,3,4,3,4,Domestic,First Class,Phoenix - Sioux Falls
111,F,35-49,2018/6/8 0:00,18-Aug,1,3,2,2,2,2,1,1,Caribbean,Economy,Miami - Antigua
112,M,65+,2018/6/8 0:00,18-Jul,1,1,4,1,1,1,1,1,Domestic,Economy,Boston - Charlotte
113,M,50-64,2018/6/8 0:00,18-Jun,2,1,3,2,2,4,1,1,Caribbean,Economy,Philadelphia - Nassau
114,M,50-64,2018/5/8 0:00,18-Aug,4,1,3,2,5,4,1,5,Domestic,First Class,Minneapolis - Dallas
115,M,50-64,2018/5/8 0:00,18-Jul,2,1,3,2,3,2,2,1,International,Economy,Panama City - Doha
116,F,35-49,2018/5/8 0:00,18-Aug,2,1,4,1,2,1,2,3,Domestic,Economy,Washington DC - Miami
117,M,25-34,2018/4/8 0:00,18-Apr,4,3,3,1,4,1,2,3,International,Economy,Belize City - Miami
118,M,35-49,2018/4/8 0:00,18-Aug,3,5,4,4,3,5,4,4,Domestic,Economy,Atlanta - Des Moines
119,F,50-64,2018/4/8 0:00,18-Aug,3,4,3,2,3,2,3,4,Domestic,Economy,Charlottesville - Burlington
120,M,65+,2018/4/8 0:00,18-Aug,4,5,4,5,4,5,3,5,International,Business Class,London - Austin
121,F,50-64,2018/4/8 0:00,18-Jul,3,4,3,4,3,3,3,3,Domestic,Economy,Bentonville - Portland
122,M,65+,2018/4/8 0:00,18-Jun,5,4,4,4,5,4,4,5,Canada,Economy,Kansas City - Vancouver
123,M,50-64,2018/4/8 0:00,,2,1,2,1,2,1,2,1,Domestic,Economy,White Plains - Charlotte
124,F,25-34,2018/4/8 0:00,18-Jul,3,1,1,1,3,1,1,2,Domestic,Economy,Charlotte - Philadelphia
125,M,50-64,2018/3/8 0:00,18-Aug,4,4,4,3,4,4,3,4,International,Business Class,Dallas - Hong Kong
126,M,25-34,2018/3/8 0:00,18-Jul,2,3,3,1,2,1,2,4,Domestic,Economy,San Angelo - Montgomery
127,F,65+,2018/3/8 0:00,18-Jul,3,2,2,1,3,1,2,3,Domestic,Economy,Phoenix - Kailua-Kona
128,F,50-64,2018/3/8 0:00,18-Jul,3,1,1,2,3,2,1,4,Domestic,Economy,Charlottesville - Honolulu
129,M,50-64,2018/3/8 0:00,18-Aug,1,3,3,2,1,2,1,3,International,Economy,Philadelphia - Manchester
130,M,65+,2018/3/8 0:00,18-Jul,4,4,2,3,3,4,2,1,USA,First Class,Vancouver - Chicago
131,M,50-64,2018/2/8 0:00,18-Aug,4,3,4,3,4,5,3,3,International,Business Class,San Angelo - Sao Paulo
132,M,65+,2018/2/8 0:00,18-Jun,4,5,5,3,4,1,3,4,Domestic,Economy,Portland - Birmingham
133,F,50-64,2018/2/8 0:00,18-Jul,2,3,3,1,2,1,3,3,Domestic,Economy,Roanoke - Portland
134,M,35-49,2018/2/8 0:00,18-Jun,5,5,5,4,5,5,5,5,Domestic,First Class,Baltimore - Phoenix
135,M,50-64,2018/2/8 0:00,18-Jul,3,3,4,4,4,4,3,4,International,Business Class,Buenos Aires - Dallas
136,F,50-64,2018/2/8 0:00,18-Jul,3,5,4,3,3,4,4,4,Caribbean,Economy,Hartford - San Juan
137,M,50-64,2018/2/8 0:00,17-Oct,5,5,5,5,5,3,5,5,Domestic,Economy,Las Vegas - Charlotte
138,M,50-64,2018/1/8 0:00,18-Jul,2,2,2,1,2,1,1,2,International,Economy,Dublin - New York City
139,M,50-64,2018/1/8 0:00,,3,1,3,3,2,4,3,3,International,Economy,Dallas - Quito
140,F,50-64,2018/1/8 0:00,18-Aug,3,3,3,3,3,3,3,1,Domestic,Economy,Phoenix - Houston
141,M,35-49,2018/1/8 0:00,18-Jul,3,1,3,4,2,4,3,1,International,Economy,Prague - Toronto
142,F,50-64,2018/1/8 0:00,18-Jul,4,4,4,3,4,3,4,4,Domestic,Economy,New York City - Dallas
143,M,50-64,2018/1/8 0:00,18-Jul,5,5,5,5,5,5,5,5,Domestic,First Class,Dallas - Santa Fe
144,F,50-64,2018/1/8 0:00,18-Jul,4,3,4,3,4,1,3,3,International,First Class,San Juan - Miami
145,F,35-49,2018/1/8 0:00,18-Jun,2,3,3,3,2,2,3,3,Caribbean,Economy,Philadelphia - Punta Cana
146,M,50-64,31/7/2018,18-Jul,4,4,5,4,5,5,4,5,Domestic,Economy,San Diego - Phoenix
147,M,65+,31/7/2018,18-Jun,4,3,4,2,4,2,3,3,Caribbean,First Class,Tampa - St. Kitts
148,M,50-64,31/7/2018,,1,1,1,1,1,1,1,1,Domestic,Economy,Charlotte - Hartford
149,M,50-64,30/7/2018,18-Jul,5,5,5,5,5,5,5,5,International,Business Class,Edinburgh - New York City
150,M,50-64,30/7/2018,18-Jul,3,4,4,3,3,4,3,4,USA,Economy,Cancun - Phoenix
151,F,50-64,30/7/2018,18-Jul,3,3,3,3,4,1,2,4,Domestic,Economy,Dallas - Orlando
152,M,50-64,29/7/2018,18-Jul,3,2,4,3,3,4,2,3,Domestic,Economy,Colorado Springs - Traverse City
153,F,35-49,29/7/2018,18-Jul,4,4,4,4,3,4,4,3,Domestic,Economy,Los Angeles - Honolulu
154,M,50-64,29/7/2018,18-Jul,3,5,5,3,3,4,5,5,Domestic,Economy,New Orleans - Los Angeles
155,F,50-64,29/7/2018,18-Jul,3,2,3,1,3,1,1,3,Domestic,Economy,Philadelphia - Phoenix
156,F,65+,29/7/2018,18-Jul,4,3,4,3,4,3,3,2,International,Business Class,Charlotte - London
157,M,50-64,28/7/2018,18-May,5,5,5,4,5,5,5,5,Domestic,First Class,Huntsville - Bozeman
158,F,50-64,28/7/2018,18-Jul,4,1,3,1,5,3,3,5,International,Economy,London - New York City
159,M,65+,28/7/2018,18-Jul,2,4,4,3,1,1,3,4,Domestic,Economy,Philadelphia - Omaha
160,F,35-49,27/7/2018,18-Jul,3,3,4,4,3,3,3,4,Domestic,Business Class,Dallas - Oakland
161,F,50-64,27/7/2018,18-Jul,1,1,1,1,1,1,1,1,Mexico,Business Class,Philadelphia - Cancun
162,M,50-64,26/7/2018,18-Jul,5,5,4,5,5,5,4,5,Domestic,First Class,Orlando - Las Vegas
163,M,35-49,26/7/2018,18-Jul,3,5,5,4,3,4,4,5,International,Economy,Tokyo - Los Angeles
164,F,50-64,26/7/2018,,1,3,3,3,1,1,1,3,International,Economy,Charlotte - Rome
165,F,35-49,26/7/2018,18-May,2,5,5,4,2,5,2,5,Caribbean,Economy,Denver - Grenada
166,M,35-49,26/7/2018,18-Jul,2,4,3,3,3,4,3,2,Mexico,Economy,Los Angeles - Cancun
167,F,50-64,26/7/2018,18-Jun,5,5,5,3,4,3,5,5,Domestic,Economy,El Paso - Los Angeles
168,M,35-49,25/7/2018,18-Jul,4,3,3,2,4,1,4,4,Domestic,Business Class,Miami - Chicago
169,F,35-49,25/7/2018,18-Jul,4,4,5,3,5,5,4,5,International,Economy,New York City - San Pedro Sula
170,M,35-49,25/7/2018,18-Apr,5,5,4,5,4,5,5,4,International,Economy,Amsterdam - Atlanta
171,F,35-49,24/7/2018,18-Jul,2,2,4,3,2,4,2,1,International,Economy,Rome - New York City
172,M,50-64,24/7/2018,,3,4,5,3,5,3,4,5,Domestic,Economy,Phoenix - Los Angeles
173,M,65+,24/7/2018,18-Jun,4,5,4,3,3,5,4,5,Domestic,Economy,Dallas - Boston
174,F,50-64,24/7/2018,18-Jul,5,5,4,5,5,2,5,4,International,Economy,New York City - Edinburgh
175,M,65+,24/7/2018,18-Jun,3,3,3,3,2,4,3,3,Caribbean,Economy,New Orleans - Montego Bay
176,M,50-64,23/7/2018,18-Jul,3,4,3,3,3,2,3,3,Domestic,Economy,Washington DC - Hartford
177,F,50-64,23/7/2018,18-Jul,3,3,3,3,2,3,2,3,Domestic,Economy,Denver - Dallas
178,F,50-64,23/7/2018,18-Jun,3,5,4,2,3,2,3,4,Domestic,Economy,Wichita - San Diego
179,M,35-49,23/7/2018,18-Jul,4,4,4,2,4,4,4,4,Caribbean,Economy,Miami - Antigua
180,F,35-49,23/7/2018,18-Jul,3,4,4,2,3,4,3,4,International,Business Class,Philadelphia - Rome
181,M,65+,22/7/2018,,4,5,4,4,5,4,4,5,Domestic,Economy,Fayetteville - Little Rock
182,M,35-49,22/7/2018,18-Jul,1,3,1,2,1,1,4,3,Domestic,Economy,Philadelphia - Buffalo
183,F,50-64,22/7/2018,,2,2,3,2,3,3,2,3,International,Economy,Philadelphia - Budapest
184,F,65+,22/7/2018,18-Jul,1,4,3,3,1,3,2,5,International,Economy,Phoenix - Shannon
185,M,35-49,22/7/2018,18-Jul,5,5,5,5,4,5,3,5,Domestic,Economy,Dallas - Colorado Springs
186,F,25-34,22/7/2018,18-Jun,3,1,2,2,3,1,2,1,Domestic,Economy,Detroit - New York City
187,F,50-64,22/7/2018,18-Jul,2,1,1,1,3,1,1,1,Domestic,Economy,Chicago - Indianapolis
188,F,35-49,22/7/2018,18-Jul,3,2,2,3,2,1,3,2,Domestic,Economy,Boston - Miami
189,F,50-64,21/7/2018,18-Jul,4,4,4,5,4,5,3,4,USA,First Class,Vancouver - Orlando
190,F,65+,21/7/2018,18-Jul,2,2,3,4,1,2,1,1,Domestic,Economy,Dallas - Tucson
191,F,65+,21/7/2018,18-Jul,2,2,3,4,1,5,1,1,Domestic,Economy,New York City - Dallas
192,F,65+,21/7/2018,,2,2,2,4,1,5,1,2,Domestic,Economy,Chicago - Newark
193,F,65+,21/7/2018,18-Jul,2,2,2,3,2,5,1,2,Domestic,Economy,Tucson - Chicago
194,M,50-64,21/7/2018,18-Jul,5,5,5,5,5,5,5,5,Domestic,Economy,Las Vegas - Baltimore
195,M,50-64,20/7/2018,18-Jun,4,5,5,3,4,4,4,5,Domestic,Economy,Dallas - Philadelphia
196,M,35-49,20/7/2018,18-Jul,3,4,5,3,3,5,4,5,Caribbean,Economy,Austin - Grenada
197,F,50-64,20/7/2018,18-Jul,5,5,5,5,5,1,5,5,Domestic,Economy,Miami - Pensacola
198,M,35-49,20/7/2018,18-Jun,3,2,3,3,3,4,3,2,Domestic,Economy,Saint Louis - Chicago
199,M,35-49,20/7/2018,18-Jun,3,4,4,4,3,5,4,4,International,Economy,London - Chicago
200,F,50-64,19/7/2018,18-Jun,2,3,3,1,2,1,1,3,International,Economy,Tampa - Manchester
201,M,50-64,19/7/2018,18-Jul,3,3,3,2,3,2,2,3,Domestic,Economy,Chicago - Los Angeles
202,F,50-64,19/7/2018,18-Jun,5,5,5,3,5,3,5,5,Domestic,Economy,Greenville - South Bend
203,M,50-64,19/7/2018,18-Jun,3,3,3,3,3,3,2,3,Domestic,Economy,Tulsa - Miami
204,F,35-49,19/7/2018,18-Jul,1,1,4,1,2,2,1,1,International,Economy,Miami - Quito
205,M,35-49,19/7/2018,18-Jul,3,4,4,3,4,4,4,4,Domestic,Economy,Dallas - Chicago
206,F,50-64,19/7/2018,18-Jul,4,4,5,3,5,4,4,5,Domestic,Business Class,Charlotte - Salt Lake City
207,M,65+,19/7/2018,18-May,2,4,4,3,3,3,4,4,Domestic,Economy,Honolulu - Dallas
208,M,50-64,19/7/2018,18-Jun,2,3,2,1,2,4,3,2,International,Economy,Philadelphia - Dublin
209,M,35-49,18/7/2018,18-Jul,4,4,4,3,4,5,4,3,Domestic,Economy,Newark - Dallas
210,M,25-34,18/7/2018,18-Jul,5,5,5,5,5,4,5,5,International,Economy,Sydney - Los Angeles
211,F,50-64,18/7/2018,18-Jul,4,4,4,5,4,3,1,5,Domestic,Economy,Dallas - Shreveport
212,M,50-64,18/7/2018,18-Mar,3,4,3,3,3,2,3,3,Domestic,Economy,Waterloo - Washington DC
213,F,50-64,18/7/2018,18-Jun,3,3,3,2,3,2,2,1,Domestic,Economy,Dallas - Memphis
214,M,50-64,18/7/2018,18-Mar,3,4,3,3,2,4,3,2,Domestic,Economy,Harrisburg - New Orleans
215,M,35-49,18/7/2018,18-Jul,3,4,2,3,2,1,1,3,Domestic,Economy,Washington DC - Syracuse
216,M,50-64,18/7/2018,18-Jul,3,4,3,1,4,3,3,4,Domestic,Economy,Los Angeles - Dallas
217,F,65+,18/7/2018,18-Jun,3,4,3,3,3,4,3,4,International,Economy,Venice - Philadelphia
218,F,35-49,18/7/2018,18-Jul,4,4,4,4,4,4,4,4,Domestic,Business Class,Chicago - Newport News
219,M,65+,18/7/2018,18-May,3,5,4,5,3,4,4,5,Domestic,Economy,Phoenix - Boston
220,M,50-64,18/7/2018,18-Jun,2,2,3,3,2,1,1,4,Mexico,Economy,Austin - Los Cabos
221,F,35-49,18/7/2018,18-Jun,3,2,3,3,3,3,3,3,Domestic,Economy,Austin - Myrtle Beach
222,F,35-49,18/7/2018,18-Jun,4,3,4,3,4,4,4,3,Domestic,Economy,Myrtle Beach - Austin
223,M,35-49,18/7/2018,18-Jun,5,4,4,4,5,1,3,5,Domestic,Business Class,Kansas City - Chicago
224,M,25-34,18/7/2018,18-Jul,4,5,5,3,4,3,3,5,Domestic,Economy,Charlotte - Sacramento
225,F,50-64,18/7/2018,18-Jun,3,1,3,2,3,2,2,1,Domestic,Economy,Dallas - Chicago
226,F,65+,18/7/2018,18-Jul,3,2,3,3,4,3,3,3,Domestic,Economy,Seattle - Philadelphia
227,M,50-64,17/7/2018,,3,3,3,3,3,4,3,3,Domestic,Economy,Charleston - Denver
228,M,50-64,17/7/2018,18-Jul,5,5,5,5,5,5,4,5,International,First Class,Chicago - Liberia
229,M,50-64,17/7/2018,18-Jul,4,3,3,2,4,3,2,3,International,Economy,Belo Horizonte - Miami
230,M,50-64,17/7/2018,18-Jul,2,1,3,3,2,1,2,4,International,Economy,Philadelphia - Lisbon
231,M,65+,17/7/2018,18-Jul,3,3,4,2,3,1,2,2,Domestic,First Class,Charlotte - New Orleans
232,M,65+,17/7/2018,18-Jul,4,3,4,2,4,1,2,3,Domestic,First Class,New Orleans - Charlotte
233,M,35-49,16/7/2018,18-Jul,3,1,4,2,2,3,2,3,Domestic,Economy,Fort Lauderdale - Dallas
234,F,50-64,16/7/2018,18-Jul,3,3,3,3,3,3,4,5,Domestic,Economy,Amarillo - Raleigh
235,M,65+,16/7/2018,18-Mar,3,5,5,3,3,4,2,3,Domestic,Economy,Kailua-Kona - Madison
236,F,50-64,16/7/2018,18-Jul,3,3,4,3,3,2,2,4,Canada,Economy,Jacksonville - Quebec
237,M,50-64,16/7/2018,18-Jul,3,5,4,5,3,5,4,5,Domestic,Economy,Newark - Denver
238,M,35-49,16/7/2018,18-Jun,5,5,4,3,5,4,3,5,Domestic,First Class,Key West - Charlotte
239,F,50-64,16/7/2018,18-Jul,4,5,5,5,4,5,4,5,Domestic,Economy,Charlotte - San Diego
240,F,50-64,16/7/2018,18-Jul,4,3,3,3,4,2,3,3,Domestic,Economy,Atlanta - Miami
241,F,50-64,15/7/2018,18-Jul,4,5,5,3,4,3,5,4,Domestic,Economy,Sarasota - San Francisco
242,M,50-64,14/7/2018,18-Jun,5,5,5,3,5,5,5,5,Domestic,Economy,Washington DC - Los Angeles
243,F,35-49,14/7/2018,18-May,2,3,3,2,2,2,3,3,Domestic,Economy,New York City - Miami
244,M,65+,13/7/2018,18-Jun,5,5,5,4,4,4,5,5,International,Economy,Paris - Albuquerque
245,M,50-64,13/7/2018,18-Jun,5,5,5,4,4,5,5,5,International,Economy,New York City - London
